id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedrooms,beds,baths
2384,Townhouse in Brooklyn · ★4.91 · 1 bedroom · 1 bed · 1 private bath,1575372,Khadhyja,Brooklyn,Bedford-Stuyvesant,40.68571,-73.93478,Private room,145,30,80,12/6/2023,1.68,1,178,24,No License,4.91,1,1,1
2385,Boutique hotel in New York · ★4.54 · 1 bedroom · 1 bed · 1 private bath,266755066,The Ridge,Manhattan,East Village,40.7238,-73.99038,Private room,144,1,1865,1/2/2024,37,4,317,303,Exempt,4.54,1,1,1
2386,Rental unit in New York · ★4.89 · 1 bedroom · 1 bed · 1 private bath,21686560,Katarina,Manhattan,Upper East Side,40.77547,-73.94615,Private room,149,30,45,12/13/2022,0.78,1,114,0,No License,4.89,1,1,1
2387,Hotel in New York · 2 bedrooms · 4 beds · 2 baths,25138314,RoomPicks By Antony,Manhattan,Midtown,40.74888,-73.98768,Private room,328,1,1,12/20/2023,1,131,333,1,OSE-STRREG-0000068,No rating,2,4,2
2388,Rental unit in New York · 3 bedrooms · 3 beds · 3 baths,17775359,Rove,Manhattan,Hell's Kitchen,40.75999979,-73.99280171,Entire home/apt,599,30,1,8/6/2023,0.2,52,363,1,No License,No rating,3,3,3
2389,Rental unit in New York · ★4.18 · 1 bedroom · 1 bed · 1 shared bath,401202937,Eliza,Manhattan,Midtown,40.74678723,-73.98672443,Private room,64,1,11,12/20/2023,1.49,55,147,11,Exempt,4.18,1,1,1
2390,Hotel in New York · ★4.59 · 1 bedroom · 1 bed · 1 bath,259169672,Arlo NoMad,Manhattan,Midtown,40.74623,-73.98499,Hotel room,332,1,221,1/9/2023,4.59,10,356,1,Exempt,4.59,1,1,1
2391,Hotel in New York · 1 bedroom · 1 bed · 1 bath,520207720,Shkedy,Manhattan,Midtown,40.7527736,-73.972124,Private room,132,1,2,11/19/2023,0.97,29,210,2,Exempt,No rating,1,1,1
2392,Rental unit in New York · Studio · 1 bed · 1 bath,7228431,Susan,Manhattan,Upper West Side,40.78681,-73.98065,Entire home/apt,160,30,1,9/6/2021,0.04,1,356,0,No License,No rating,Studio,1,1
2393,Rental unit in New York · 1 bedroom · 1 bed · 1 shared bath,386516683,J,Manhattan,Hell's Kitchen,40.76188352,-73.99122847,Private room,65,30,1,12/3/2023,0.88,4,90,1,No License,No rating,1,1,1
2394,Boutique hotel in New York · ★4.0 · 1 bedroom · 1 bed · 1 private bath,270122518,An Artful Hotel,Manhattan,Hell's Kitchen,40.75436,-73.99391,Private room,200,1,4,1/20/2023,0.09,18,361,1,Exempt,4,1,1,1
2395,Rental unit in New York · ★4.67 · 1 bedroom · 2 beds · 1 bath,42889787,Vadim,Manhattan,Midtown,40.75138677,-73.98686493,Entire home/apt,250,30,3,11/12/2023,0.35,1,272,3,No License,4.67,1,2,1
2396,Boutique hotel in New York · ★4.50 · 1 bedroom · 1 bed · 1 private bath,270122518,An Artful Hotel,Manhattan,Hell's Kitchen,40.75436,-73.99391,Private room,114,1,18,8/3/2023,0.38,18,71,5,Exempt,4.5,1,1,1
2397,Rental unit in New York · ★New · 3 bedrooms · 4 beds · 2 baths,19408645,Shaun,Manhattan,Hell's Kitchen,40.76549759,-73.99201254,Entire home/apt,950,3,1,1/2/2024,1,19,340,1,Exempt,New ,3,4,2
2398,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,76654710,Ellington,Manhattan,East Village,40.72112892,-73.97906972,Private room,60,30,1,12/24/2023,1,2,55,1,No License,No rating,1,1,1
2399,Rental unit in New York · ★4.91 · 1 bedroom · 1 bed · 1 bath,103737324,Eduardo,Manhattan,Hell's Kitchen,40.76498,-73.98767,Entire home/apt,98,1,23,1/2/2024,1.62,1,242,18,OSE-STRREG-0000818,4.91,1,1,1
2400,Boutique hotel in New York · ★4.46 · 1 bedroom · 1 bed · 1 private bath,266797018,Sohotel,Manhattan,Little Italy,40.71933,-73.994843,Private room,201,1,61,6/12/2022,1.24,14,299,0,Exempt,4.46,1,1,1
2401,Rental unit in New York · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,2494666,Brian,Manhattan,Hell's Kitchen,40.76277924,-73.99108887,Private room,168,1,406,11/1/2023,2.95,1,58,38,OSE-STRREG-0000982,4.88,1,1,1
2402,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,50760546,CRNY Monthly Rentals,Manhattan,Murray Hill,40.74922139,-73.98111651,Entire home/apt,91,30,1,11/12/2023,0.55,33,294,1,No License,No rating,1,1,1
2403,Boutique hotel in New York · ★4.63 · 1 bedroom · 1 bed · 1 private bath,270122518,An Artful Hotel,Manhattan,Hell's Kitchen,40.75436,-73.99391,Private room,200,1,16,3/14/2021,0.38,18,309,0,Exempt,4.63,1,1,1
2404,Serviced apartment in New York · Studio · 1 bed · 1 bath,162280872,Urban Furnished,Manhattan,Hell's Kitchen,40.7629644,-73.9920309,Entire home/apt,140,30,2,12/15/2023,1.09,256,1,2,No License,No rating,Studio,1,1
2405,Rental unit in New York · 3 bedrooms · 3 beds · 2 baths,499232,Mark,Manhattan,Chelsea,40.7393047,-73.992346,Entire home/apt,400,30,2,8/21/2023,0.33,1,340,2,No License,No rating,3,3,2
2406,Rental unit in New York · ★4.53 · 1 bedroom · 2 beds · 1 bath,401202937,Eliza,Manhattan,Midtown,40.7475379,-73.98695764,Private room,47,1,15,12/9/2023,1.97,55,130,15,Exempt,4.53,1,2,1
2407,Rental unit in New York · 2 bedrooms · 2 beds · 2 baths,276878527,Fad,Manhattan,Hell's Kitchen,40.76385,-73.98711,Entire home/apt,360,30,2,12/7/2022,0.12,19,365,0,No License,No rating,2,2,2
2408,Rental unit in New York · ★4.61 · Studio · 2 beds · 1 bath,48088611,Alberto Fernando,Manhattan,Midtown,40.74813,-73.98685,Entire home/apt,126,1,38,12/6/2023,1.82,4,290,19,Exempt,4.61,Studio,2,1
2409,Boutique hotel in New York · ★4.66 · 1 bedroom · 1 bed · 1 private bath,268362077,Nolitan,Manhattan,Little Italy,40.71965,-73.99644,Private room,136,1,128,12/21/2023,3.14,3,364,31,Exempt,4.66,1,1,1
2410,Rental unit in New York · ★4.92 · 1 bedroom · 2 beds · 1 bath,428639770,Daniel,Manhattan,Upper West Side,40.77965,-73.98095,Entire home/apt,109,30,13,1/2/2024,0.73,6,243,10,No License,4.92,1,2,1
2411,Hotel in New York · ★4.82 · Studio · 2 beds · 1 private bath,383332265,Tyler,Manhattan,Chelsea,40.74775,-73.99206,Private room,999,1,50,6/29/2023,1.42,9,46,15,Exempt,4.82,Studio,2,1
2412,Rental unit in New York · ★4.77 · 1 bedroom · 2 beds · 1 bath,49015331,Iradj,Manhattan,Hell's Kitchen,40.76217,-73.99153,Entire home/apt,345,30,149,11/6/2023,1.61,2,364,22,No License,4.77,1,2,1
2413,Rental unit in New York · ★4.87 · 1 bedroom · 1 bed · 1 bath,1600626,Nikita,Manhattan,Upper West Side,40.78158,-73.98478,Entire home/apt,102,30,30,12/17/2023,1.17,1,68,25,No License,4.87,1,1,1
2414,Condo in New York · ★4.91 · 3 bedrooms · 4 beds · 2.5 baths,467284117,Dean,Manhattan,Hell's Kitchen,40.76469,-73.99065,Entire home/apt,350,30,68,12/3/2023,4,3,181,45,No License,4.91,3,4,2.5
2415,Rental unit in New York · ★4.65 · 1 bedroom · 2 beds · 1 bath,162280872,Urban Furnished,Manhattan,Hell's Kitchen,40.76527,-73.98864,Entire home/apt,156,30,23,10/13/2022,0.19,256,319,0,No License,4.65,1,2,1
2416,Rental unit in New York · ★4.93 · 1 bedroom · 1 bed · 1 bath,1495090,Carey,Manhattan,Hell's Kitchen,40.76198,-73.99361,Entire home/apt,189,30,74,1/2/2023,0.52,1,80,0,No License,4.93,1,1,1
2417,Condo in New York · ★4.92 · 1 bedroom · 1 bed · 1 bath,2530122,Chia,Manhattan,Hell's Kitchen,40.76408723,-73.98869946,Entire home/apt,190,30,53,12/27/2023,1.05,2,267,9,No License,4.92,1,1,1
2418,Rental unit in New York · ★4.83 · 2 bedrooms · 2 beds · 1 bath,293238741,David,Manhattan,Upper West Side,40.77,-73.98732,Entire home/apt,167,30,6,1/2/2023,0.16,4,143,0,No License,4.83,2,2,1
2419,Loft in New York · ★4.64 · 1 bedroom · 1 bed · 1 bath,64660747,J.,Manhattan,Tribeca,40.71745,-74.00385,Entire home/apt,190,30,14,10/23/2022,0.21,3,170,0,No License,4.64,1,1,1
2420,Rental unit in New York · 2 bedrooms · 3 beds · 2 baths,276878527,Fad,Manhattan,Hell's Kitchen,40.76361,-73.98917,Entire home/apt,283,45,2,9/16/2019,0.04,19,365,0,No License,No rating,2,3,2
2421,Rental unit in New York · 1 bedroom · 2 beds · 1 bath,136979577,Bertie,Manhattan,Upper West Side,40.80395,-73.96749,Entire home/apt,164,30,1,7/2/2022,0.05,1,365,0,No License,No rating,1,2,1
2422,Rental unit in Brooklyn · ★4.92 · 1 bedroom · 2 beds · 1 bath,112814443,Jamal,Brooklyn,Bedford-Stuyvesant,40.68364,-73.94448,Entire home/apt,189,2,131,12/12/2023,4.16,2,125,58,Exempt,4.92,1,2,1
2423,Rental unit in Brooklyn · 2 bedrooms · 3 beds · 1 bath,82518,Elissa,Brooklyn,Bedford-Stuyvesant,40.68224149,-73.91814124,Entire home/apt,167,31,1,8/7/2023,0.2,1,311,1,No License,No rating,2,3,1
2424,Rental unit in New York · ★4.80 · 1 bedroom · 1 bed · 1 bath,438952657,Gisele,Manhattan,Upper West Side,40.78312,-73.98338,Entire home/apt,116,30,5,7/31/2023,0.38,35,335,4,No License,4.8,1,1,1
2425,Hotel in New York · ★4.23 · 1 bedroom · 2 beds · 1 bath,245314318,Arthouse Hotel,Manhattan,Upper West Side,40.78217,-73.98034,Hotel room,365,1,13,9/12/2022,0.23,5,355,0,Exempt,4.23,1,2,1
2426,Rental unit in New York · ★4.78 · Studio · 1 bed · 1 bath,41941061,MaGi,Manhattan,Hell's Kitchen,40.7644,-73.99557,Entire home/apt,153,30,101,11/25/2023,2.96,1,338,21,No License,4.78,Studio,1,1
2427,Rental unit in New York · ★4.44 · 2 bedrooms · 3 beds · 1 bath,162280872,Urban Furnished,Manhattan,Hell's Kitchen,40.76684,-73.98802,Entire home/apt,229,30,27,8/25/2023,0.26,256,296,1,No License,4.44,2,3,1
2428,Townhouse in New York · ★4.80 · 4 bedrooms · 9 beds · 3 baths,499395436,Alexander,Manhattan,Upper West Side,40.77972207,-73.98482434,Private room,671,4,5,12/10/2023,1.06,1,223,5,OSE-STRREG-0000006,4.8,4,9,3
2429,Serviced apartment in New York · 2 bedrooms · 4 beds · 2 baths,496944100,RoomPicks,Manhattan,Hell's Kitchen,40.76566351,-73.99512669,Entire home/apt,432,1,2,1/2/2024,2,259,271,2,OSE-STRREG-0000068,No rating,2,4,2
2430,Rental unit in New York · ★4.50 · 3 bedrooms · 3 beds · 1 bath,162280872,Urban Furnished,Manhattan,Hell's Kitchen,40.75649643,-73.99369049,Entire home/apt,191,30,4,12/19/2023,0.15,256,341,1,No License,4.5,3,3,1
2431,Rental unit in New York · ★5.0 · 2 bedrooms · 2 beds · 1 bath,384532776,Nathan,Manhattan,Hell's Kitchen,40.75969,-73.991,Entire home/apt,180,30,3,6/13/2022,0.1,44,365,0,No License,5,2,2,1
2432,Rental unit in New York · ★3.86 · 3 bedrooms · 4 beds · 1 bath,268298026,Regina,Manhattan,Hell's Kitchen,40.76113387,-73.99162989,Entire home/apt,200,2,7,12/28/2023,1.89,1,332,7,Exempt,3.86,3,4,1
2433,Rental unit in New York · ★4.63 · 2 bedrooms · 2 beds · 2 baths,328804543,Vladimir,Manhattan,Hell's Kitchen,40.76434,-73.99464,Entire home/apt,799,30,8,8/23/2020,0.17,1,356,0,No License,4.63,2,2,2
2434,Hotel in New York · 1 bedroom · 2 beds · 1 private bath,171697479,Aamer,Manhattan,Midtown,40.74378,-73.98276,Private room,125,30,2,7/31/2023,0.13,25,365,1,No License,No rating,1,2,1
2435,Hotel in New York · 1 bedroom · 2 beds · 1 private bath,171697479,Aamer,Manhattan,Midtown,40.74411,-73.98269,Private room,115,30,1,7/23/2023,0.18,25,365,1,No License,No rating,1,2,1
2436,Hotel in New York · ★4.65 · 1 bedroom · 1 bed · 1 shared bath,259169672,Arlo NoMad,Manhattan,Midtown,40.74623,-73.98499,Hotel room,221,1,40,9/24/2021,0.86,10,322,0,Exempt,4.65,1,1,1
2437,Rental unit in Brooklyn · ★4.76 · 1 bedroom · 2 beds · 2 shared baths,21074914,Albert,Brooklyn,Bedford-Stuyvesant,40.68258,-73.91264,Private room,44,30,215,11/11/2023,3.08,4,31,7,No License,4.76,1,2,2
2438,Rental unit in Brooklyn · ★4.91 · 1 bedroom · 1 bed · 1 bath,33283726,Lukas,Brooklyn,Williamsburg,40.712582,-73.963127,Entire home/apt,130,30,11,10/2/2023,0.63,1,252,7,No License,4.91,1,1,1
2439,Rental unit in New York · ★4.71 · 1 bedroom · 1 bed · 1 bath,276933704,Guilardo,Manhattan,Hell's Kitchen,40.76498381,-73.98779858,Entire home/apt,450,30,31,11/27/2023,2.37,1,267,25,No License,4.71,1,1,1
2440,Hotel in New York · ★4.35 · 1 bedroom · 1 bed · 1 shared bath,260577152,Royalton Park Avenue,Manhattan,Midtown,40.74392,-73.98638,Hotel room,212,1,17,11/12/2023,0.32,9,356,5,Exempt,4.35,1,1,1
2441,Condo in Brooklyn · ★4.87 · 1 bedroom · 1 bed · 1 bath,259616851,Clifton,Brooklyn,Bedford-Stuyvesant,40.6788,-73.90826,Entire home/apt,220,30,38,5/31/2023,2.2,1,339,9,No License,4.87,1,1,1
2442,Rental unit in Brooklyn · ★4.60 · 1 bedroom · 2 shared baths,284337887,Eibhlin,Brooklyn,Bedford-Stuyvesant,40.69902,-73.94112,Private room,40,30,5,8/27/2023,0.16,23,176,1,No License,4.6,1,1,2
2443,Rental unit in Manhattan · ★3.86 · 1 bedroom · 1 bed · 1 shared bath,23827868,Gal,Manhattan,Upper East Side,40.77497,-73.94784,Private room,56,30,7,9/12/2023,0.11,3,364,1,No License,3.86,1,1,1
2444,Rental unit in New York · ★4.75 · 2 bedrooms · 3 beds · 2 baths,2140823,Danial,Manhattan,Hell's Kitchen,40.76718,-73.98981,Entire home/apt,185,30,4,8/13/2023,0.15,1,45,3,No License,4.75,2,3,2
2445,Boutique hotel in New York · ★4.40 · 1 bedroom · 1 bed · 1 shared bath,266764027,Dylan,Manhattan,Murray Hill,40.75049,-73.98027,Hotel room,266,1,5,10/27/2023,0.1,4,235,3,Exempt,4.4,1,1,1
2446,Hotel in New York · 1 bedroom · 1 bed · 1 bath,496932087,Reservations,Manhattan,Midtown,40.7532137,-73.9856538,Private room,239,1,1,12/24/2023,1,201,354,1,Exempt,No rating,1,1,1
2447,Hotel in New York · ★5.0 · 1 bedroom · 1 bed · 2 baths,544397561,Ben,Manhattan,Civic Center,40.71715896,-74.00166358,Private room,800,3,4,1/3/2024,2.93,1,44,4,Exempt,5,1,1,2
2448,Rental unit in Brooklyn · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,8258991,Hadiiya,Brooklyn,Bedford-Stuyvesant,40.67988,-73.91299,Private room,111,30,34,9/2/2023,1.55,1,220,8,No License,4.68,1,1,1
2449,Serviced apartment in New York · Studio · 1 bed · 1 bath,162280872,Urban Furnished,Manhattan,Hell's Kitchen,40.7629644,-73.9920309,Entire home/apt,150,30,1,10/13/2023,0.35,256,2,1,No License,No rating,Studio,1,1
2450,Rental unit in New York · 1 bedroom · 1 bed · 1 shared bath,15625009,Anders,Manhattan,Hell's Kitchen,40.76428,-73.99271,Private room,39,100,1,12/3/2021,0.04,2,334,0,No License,No rating,1,1,1
2451,Townhouse in Brooklyn · ★4.98 · 2 bedrooms · 2 beds · 1 bath,89594887,Bernadette,Brooklyn,Bedford-Stuyvesant,40.67819,-73.91127,Entire home/apt,142,30,96,11/2/2023,4.91,1,192,47,No License,4.98,2,2,1
2452,Rental unit in New York · ★4.33 · 2 bedrooms · 4 beds · 1 bath,17770287,Nina,Manhattan,Murray Hill,40.74866,-73.98121,Entire home/apt,150,60,3,10/18/2023,0.15,12,294,1,No License,4.33,2,4,1
2453,Rental unit in New York · ★4.67 · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Manhattan,Theater District,40.7607614,-73.9861055,Entire home/apt,270,31,3,7/12/2020,0.05,713,244,0,No License,4.67,1,1,1
2454,Rental unit in New York · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,Manhattan,Theater District,40.7607614,-73.9861055,Entire home/apt,436,31,2,8/9/2023,0.27,713,117,2,No License,No rating,2,2,2
2455,Rental unit in New York · ★4.68 · 1 bedroom · 1 bed · 1.5 shared baths,434325396,Francisco Javier,Manhattan,Hell's Kitchen,40.7650252,-73.9937774,Private room,100,30,85,12/10/2023,6.3,1,365,72,No License,4.68,1,1,1.5
2456,Rental unit in New York · 1 bedroom · 4 beds · 1 bath,492044795,Mikhail,Manhattan,Midtown,40.74524165,-73.98253763,Entire home/apt,200,30,1,6/19/2023,0.15,1,365,1,No License,No rating,1,4,1
2457,Rental unit in New York · ★4.33 · 1 bedroom · 2 beds · 1 bath,50760546,CRNY Monthly Rentals,Manhattan,Midtown,40.75105,-73.98256,Entire home/apt,123,30,3,12/11/2022,0.04,33,179,0,No License,4.33,1,2,1
2458,Condo in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,462364312,Nehemie,Brooklyn,Bushwick,40.6915011,-73.9156479,Entire home/apt,115,30,6,11/12/2023,0.53,1,238,6,No License,5,1,1,1
2459,Townhouse in Brooklyn · ★4.93 · 2 bedrooms · 2 beds · 2.5 baths,14995408,Valentin,Brooklyn,Bedford-Stuyvesant,40.68976,-73.93379,Entire home/apt,420,30,44,10/31/2023,1.74,1,365,18,No License,4.93,2,2,2.5
2460,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,386516683,J,Manhattan,Hell's Kitchen,40.76383,-73.99201,Private room,65,30,1,10/13/2023,0.35,4,76,1,No License,No rating,1,1,1
2461,Rental unit in New York · ★4.77 · 1 bedroom · 1 bed · 1 bath,1698391,Patrick,Manhattan,Hell's Kitchen,40.76269,-73.99361,Private room,73,30,179,12/17/2023,1.62,3,231,18,No License,4.77,1,1,1
2462,Townhouse in Brooklyn · ★4.78 · 1 bedroom · 1 bed · 1 private bath,12986134,Nicole,Brooklyn,Bedford-Stuyvesant,40.682026,-73.915649,Private room,110,30,83,11/4/2023,1.53,1,269,27,No License,4.78,1,1,1
2463,Rental unit in Brooklyn · ★4.86 · 3 bedrooms · 4 beds · 1 bath,78643953,Daniel,Brooklyn,Bushwick,40.68831,-73.91589,Entire home/apt,140,30,143,12/3/2023,2.34,4,361,26,No License,4.86,3,4,1
2464,Boutique hotel in New York · ★4.29 · 1 bedroom · 1 bed · 1 private bath,270122518,An Artful Hotel,Manhattan,Hell's Kitchen,40.75436,-73.99391,Private room,200,1,7,11/26/2020,0.16,18,325,0,Exempt,4.29,1,1,1
2465,Rental unit in New York · ★3.63 · 1 bedroom · 1 bed · 2 baths,401202937,Eliza,Manhattan,Midtown,40.74804,-73.98849,Private room,38,1,8,12/17/2023,3.04,55,133,8,Exempt,3.63,1,1,2
2466,Serviced apartment in New York · ★5.0 · 1 bedroom · 2 beds · 1 bath,87105,Laura,Manhattan,Upper West Side,40.7777,-73.98318,Entire home/apt,190,30,8,8/28/2023,0.58,2,58,5,No License,5,1,2,1
2467,Rental unit in New York · ★4.77 · 1 bedroom · 1 bed · 1 bath,7567309,Susan,Manhattan,Upper West Side,40.78096,-73.98214,Entire home/apt,281,30,30,9/3/2023,0.27,1,215,1,No License,4.77,1,1,1
2468,Rental unit in New York · ★4.31 · 2 bedrooms · 4 beds · 1 bath,17770287,Nina,Manhattan,Murray Hill,40.74878,-73.98164,Entire home/apt,125,60,13,5/3/2023,0.17,12,294,1,No License,4.31,2,4,1
2469,Rental unit in New York · ★New · 2 bedrooms · 5 beds · 2 baths,517551178,Lisa,Manhattan,Upper West Side,40.78456922,-73.9736237,Entire home/apt,213,1,2,12/14/2023,2,7,265,2,Exempt,New ,2,5,2
2470,Rental unit in New York · ★4.06 · 2 bedrooms · 3 beds · 1 bath,17770287,Nina,Manhattan,Midtown,40.75035,-73.98318,Entire home/apt,128,30,17,8/13/2023,0.19,12,355,2,No License,4.06,2,3,1
2471,Aparthotel in New York · ★4.49 · 1 bedroom · 2 beds · 1 private bath,266755066,The Ridge,Manhattan,East Village,40.72388,-73.98879,Private room,146,1,197,10/20/2023,4.82,4,299,44,Exempt,4.49,1,2,1
2472,Rental unit in New York · 1 bedroom · 2 beds · 1 bath,9293730,Inna,Manhattan,Upper East Side,40.76966908,-73.95482232,Entire home/apt,102,30,2,8/8/2023,0.27,44,310,2,No License,No rating,1,2,1
2473,Rental unit in New York · ★4.96 · 1 bedroom · 1 bed · 1 bath,31425596,Kevin,Manhattan,Upper West Side,40.78835,-73.97974,Entire home/apt,215,30,162,12/6/2023,1.54,1,117,27,No License,4.96,1,1,1
2474,Home in Brooklyn · ★4.93 · 1 bedroom · 2 beds · 1 bath,3002017,Barblin,Brooklyn,Bedford-Stuyvesant,40.68293,-73.91749,Entire home/apt,130,30,139,12/2/2023,2.46,1,125,40,No License,4.93,1,2,1
2475,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,29468219,Furnished Club,Manhattan,Hell's Kitchen,40.7621131,-73.9950135,Entire home/apt,184,365,1,12/4/2023,0.91,3,364,1,No License,No rating,1,1,1
2476,Serviced apartment in New York · 1 bedroom · 1 bed · 1 bath,162280872,Urban Furnished,Manhattan,Hell's Kitchen,40.7639766,-73.9934938,Entire home/apt,155,30,1,7/31/2023,0.19,256,198,1,No License,No rating,1,1,1
2477,Rental unit in New York · ★4.92 · 1 bedroom · 2 beds · 1 bath,46167132,NYC Rentals,Manhattan,Upper West Side,40.7756164,-73.9845192,Entire home/apt,484,30,53,12/2/2023,3.93,6,250,45,No License,4.92,1,2,1
2478,Rental unit in New York · ★New · 3 bedrooms · 2 beds · 1 bath,547590625,Edoardo,Manhattan,Murray Hill,40.74777,-73.97834,Entire home/apt,465,2,1,12/8/2023,1,1,267,1,Exempt,New ,3,2,1
2479,Rental unit in New York · ★4.86 · 1 bedroom · 1 bed · 1 bath,30045574,Barry,Manhattan,Upper West Side,40.77679,-73.98091,Entire home/apt,143,30,7,12/8/2023,0.43,8,192,6,No License,4.86,1,1,1
2480,Boutique hotel in New York · ★4.65 · 1 bedroom · 1 bed · 1 private bath,270122518,An Artful Hotel,Manhattan,Hell's Kitchen,40.75436,-73.99391,Private room,128,1,118,8/7/2023,2.36,18,40,14,Exempt,4.65,1,1,1
2481,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,30045574,Barry,Manhattan,Upper West Side,40.7758428,-73.9805925,Entire home/apt,117,30,1,7/17/2023,0.17,8,303,1,No License,No rating,1,1,1
2482,Rental unit in New York · ★4.52 · Studio · 1 bed · 1 bath,378112960,Elevate Properties,Manhattan,Hell's Kitchen,40.76076853,-73.99296012,Entire home/apt,87,2,137,12/29/2023,3.7,7,293,23,Exempt,4.52,Studio,1,1
2483,Rental unit in New York · ★4.58 · 1 bedroom · 1 bed · 1 bath,479247124,Times,Manhattan,Hell's Kitchen,40.75724,-73.99236,Entire home/apt,123,1,12,12/30/2023,6,2,75,12,Exempt,4.58,1,1,1
2484,Rental unit in New York · ★4.90 · 1 bedroom · 1 bed · 1 bath,43305568,Rüya,Manhattan,Hell's Kitchen,40.7622718,-73.99583639,Entire home/apt,120,30,10,11/18/2023,0.84,1,45,10,No License,4.9,1,1,1
2485,Boutique hotel in New York · ★4.74 · Studio · 1 bed · 1 private bath,51548122,Jeniffer,Manhattan,Lower East Side,40.72019,-73.99391,Private room,180,15,19,12/19/2023,0.49,55,89,13,Exempt,4.74,Studio,1,1
2486,Rental unit in New York · ★New · 1 bedroom · 2 beds · 1 bath,517551178,Lisa,Manhattan,Hell's Kitchen,40.76399,-73.99209,Entire home/apt,138,1,1,12/18/2023,1,7,267,1,Exempt,New ,1,2,1
2487,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 bath,205760,Shai,Manhattan,Hell's Kitchen,40.76282,-73.99494,Entire home/apt,125,30,7,10/31/2023,0.45,8,354,4,No License,5,1,1,1
2488,Hotel in New York · ★4.67 · 1 bedroom · 1 bed · 1 bath,520207720,Shkedy,Manhattan,Midtown,40.75271788,-73.97195192,Private room,143,1,6,12/11/2023,1.7,29,246,6,Exempt,4.67,1,1,1
2489,Rental unit in New York · ★4.05 · 1 bedroom · 3 beds · 1 private bath,401202937,Eliza,Manhattan,Midtown,40.74832,-73.98717,Private room,83,1,60,12/13/2023,2.19,55,141,26,Exempt,4.05,1,3,1
2490,Rental unit in New York  · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,21546973,Niko,Manhattan,Hell's Kitchen,40.76377542,-73.99046822,Private room,144,1,591,12/26/2023,5.24,1,43,79,OSE-STRREG-0000869,4.85,1,1,1
2491,Rental unit in New York · ★5.0 · 3 bedrooms · 3 beds · 1.5 shared baths,524993767,George,Manhattan,East Village,40.73184117,-73.98814428,Shared room,1013,30,4,10/2/2023,0.72,1,96,4,No License,5,3,3,1.5
2492,Rental unit in New York · 1 bedroom · 1 bed · 0 shared baths,305240193,June,Manhattan,Harlem,40.81164925,-73.9537523,Private room,69,30,1,12/10/2023,1,348,219,1,No License,No rating,1,1,0
2493,Rental unit in New York · ★4.88 · 2 bedrooms · 2 beds · 1 bath,438952657,Gisele,Manhattan,Upper West Side,40.78136,-73.98408,Entire home/apt,125,30,8,10/6/2023,0.36,35,365,3,No License,4.88,2,2,1
2494,Rental unit in Brooklyn · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,131476075,Lakisha,Brooklyn,Bushwick,40.68604,-73.91335,Private room,90,30,36,5/19/2023,0.49,6,83,3,No License,4.69,1,1,1
2495,Rental unit in New York · ★4.58 · 1 bedroom · 1 bed · 1 bath,463759573,Ivas,Manhattan,Murray Hill,40.74998015,-73.98086576,Entire home/apt,124,1,59,12/18/2023,3.09,1,0,31,Exempt,4.58,1,1,1
2496,Townhouse in New York · ★4.66 · 3 bedrooms · 6 beds · 3 baths,5175217,Jason,Manhattan,Midtown,40.74322,-73.98362,Entire home/apt,789,30,148,9/5/2019,1.13,1,365,0,No License,4.66,3,6,3
2497,Rental unit in New York · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,164602924,Alejandro,Manhattan,Hell's Kitchen,40.76532,-73.99507,Private room,89,30,83,10/20/2023,4.12,1,154,40,No License,4.71,1,1,1
2498,Rental unit in New York · 2 bedrooms · 3 beds · 1 bath,234755971,Mike And Aiza,Manhattan,Hell's Kitchen,40.76242821,-73.99164008,Entire home/apt,175,2,1,9/18/2023,0.27,1,358,1,OSE-STRREG-1026566,No rating,2,3,1
2499,Rental unit in New York · ★4.44 · 1 bedroom · 1 bed · 1 shared bath,297240751,Adrian,Manhattan,Hell's Kitchen,40.76194,-73.99,Private room,81,30,84,12/3/2023,2.92,1,180,32,No License,4.44,1,1,1
2500,Rental unit in New York · ★4.0 · Studio · 2 beds · 1 bath,50760546,CRNY Monthly Rentals,Manhattan,Midtown,40.75109,-73.98271,Entire home/apt,89,30,13,11/26/2023,0.14,33,179,3,No License,4,Studio,2,1
2501,Condo in New York · ★4.86 · 2 bedrooms · 3 beds · 2.5 baths,836168,Henry,Manhattan,Upper West Side,40.77493,-73.98732,Entire home/apt,2500,30,59,1/28/2016,0.43,10,364,0,No License,4.86,2,3,2.5
